precision,recall,threshold
1.0,0.7761194029850746,0.9997302293777466
1.0,0.7686567164179104,0.9997342228889465
1.0,0.7611940298507462,0.9997461438179016
1.0,0.753731343283582,0.9997884035110474
1.0,0.746268656716418,0.9998098611831665
1.0,0.7388059701492538,0.9998109340667725
1.0,0.7313432835820896,0.9998186230659485
1.0,0.7238805970149254,0.9998242855072021
1.0,0.7164179104477612,0.9998268485069275
1.0,0.7089552238805971,0.9998272061347961
1.0,0.7014925373134329,0.9998284578323364
1.0,0.6940298507462687,0.9998688101768494
1.0,0.6865671641791045,0.9998771548271179
1.0,0.6791044776119403,0.9998827576637268
1.0,0.6716417910447762,0.999887228012085
1.0,0.664179104477612,0.9998874068260193
1.0,0.6567164179104478,0.9998877644538879
1.0,0.6492537313432836,0.9998969435691833
1.0,0.6417910447761194,0.9998977780342102
1.0,0.6343283582089553,0.9999027848243713
1.0,0.6268656716417911,0.9999035596847534
1.0,0.6194029850746269,0.999913215637207
1.0,0.6119402985074627,0.9999132752418518
1.0,0.6044776119402985,0.9999138712882996
1.0,0.5970149253731343,0.9999141097068787
1.0,0.5895522388059702,0.9999144077301025
1.0,0.582089552238806,0.9999145269393921
1.0,0.5746268656716418,0.9999311566352844
1.0,0.5671641791044776,0.9999319911003113
1.0,0.5597014925373134,0.9999356269836426
1.0,0.5522388059701493,0.9999358057975769
1.0,0.5447761194029851,0.999937117099762
1.0,0.5373134328358209,0.99993896484375
1.0,0.5298507462686567,0.9999414086341858
1.0,0.5223880597014925,0.999944806098938
1.0,0.5149253731343284,0.9999516606330872
1.0,0.5074626865671642,0.9999532103538513
1.0,0.5,0.9999567866325378
1.0,0.4925373134328358,0.9999634623527527
1.0,0.48507462686567165,0.9999657869338989
1.0,0.47761194029850745,0.9999662041664124
1.0,0.4701492537313433,0.9999678730964661
1.0,0.4626865671641791,0.999969482421875
1.0,0.4552238805970149,0.9999698996543884
1.0,0.44776119402985076,0.9999704360961914
1.0,0.44029850746268656,0.9999719262123108
1.0,0.43283582089552236,0.9999750256538391
1.0,0.4253731343283582,0.9999758005142212
1.0,0.417910447761194,0.9999764561653137
1.0,0.41044776119402987,0.9999774098396301
1.0,0.40298507462686567,0.9999787211418152
1.0,0.39552238805970147,0.9999812245368958
1.0,0.3880597014925373,0.9999825954437256
1.0,0.3805970149253731,0.9999828934669495
1.0,0.373134328358209,0.9999841451644897
1.0,0.3656716417910448,0.9999843239784241
1.0,0.3582089552238806,0.9999871253967285
1.0,0.35074626865671643,0.9999872446060181
1.0,0.34328358208955223,0.9999896883964539
1.0,0.3358208955223881,0.9999897480010986
1.0,0.3283582089552239,0.9999901652336121
1.0,0.3208955223880597,0.9999903440475464
1.0,0.31343283582089554,0.9999906420707703
1.0,0.30597014925373134,0.999991238117218
1.0,0.29850746268656714,0.999991774559021
1.0,0.291044776119403,0.9999933838844299
1.0,0.2835820895522388,0.9999937415122986
1.0,0.27611940298507465,0.9999939799308777
1.0,0.26865671641791045,0.9999940395355225
1.0,0.26119402985074625,0.999995231628418
1.0,0.2537313432835821,0.9999957084655762
1.0,0.2462686567164179,0.9999963045120239
1.0,0.23880597014925373,0.9999969005584717
1.0,0.23134328358208955,0.9999969601631165
1.0,0.22388059701492538,0.9999971389770508
1.0,0.21641791044776118,0.9999975562095642
1.0,0.208955223880597,0.9999980330467224
1.0,0.20149253731343283,0.9999982118606567
1.0,0.19402985074626866,0.9999982714653015
1.0,0.1791044776119403,0.9999983310699463
1.0,0.17164179104477612,0.9999985098838806
1.0,0.16417910447761194,0.9999990463256836
1.0,0.14925373134328357,0.9999991059303284
1.0,0.1417910447761194,0.9999992251396179
1.0,0.13432835820895522,0.9999992847442627
1.0,0.11940298507462686,0.9999995231628418
1.0,0.09701492537313433,0.9999995827674866
1.0,0.08208955223880597,0.9999996423721313
1.0,0.06716417910447761,0.9999998211860657
1.0,0.03731343283582089,0.9999998807907104
1.0,0.022388059701492536,0.9999999403953552
1.0,0.007462686567164179,1.0
1.0,0.0,
